id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,home.conferenceId,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.venue.id,away.logo,away.conferenceId,season,status.type.altDetail,groups.id,groups.name,groups.shortName,groups.isConference,tournamentId,game_id,PBP,team_box,player_box
230742011,s:40~l:54~e:230742011~c:230742011,2003-03-15T21:00Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'SWAC TOURNAMENT'}]",2003-03-15T21:00Z,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2011,s:40~l:54~t:2011,Alabama St,Lady Hornets,ALST,Alabama St Lady Hornets,Alabama State,e9a900,0a0a0a,TRUE,2204,https://a.espncdn.com/i/teamlogos/ncaa/500/2011.png,26,2755,s:40~l:54~t:2755,Grambling,Lady Tigers,GRAM,Grambling Lady Tigers,Grambling,ee8601,ffd10a,TRUE,1928,https://a.espncdn.com/i/teamlogos/ncaa/500/2755.png,26,2003,"",26,Southwestern Athletic Conference,SWAC,TRUE,,230742011,FALSE,FALSE,FALSE
230740295,s:40~l:54~e:230740295~c:230740295,2003-03-15T21:00Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'COLONIAL ATHLETIC ASSN TR'}]",2003-03-15T21:00Z,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,295,s:40~l:54~t:295,Old Dominion,Monarchs,ODU,Old Dominion Monarchs,Old Dominion,00507d,a1d2f1,TRUE,1940,https://a.espncdn.com/i/teamlogos/ncaa/500/295.png,10,48,s:40~l:54~t:48,Delaware,Blue Hens,DEL,Delaware Blue Hens,Delaware,033594,e8ce31,TRUE,2189,https://a.espncdn.com/i/teamlogos/ncaa/500/48.png,10,2003,"",10,Colonial Athletic Association,CAA,TRUE,,230740295,FALSE,FALSE,FALSE
230740282,s:40~l:54~e:230740282~c:230740282,2003-03-15T21:00Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'MISSOURI VALLEY CONF TR'}]",2003-03-15T21:00Z,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,282,s:40~l:54~t:282,Indiana State,Sycamores,INST,Indiana State Sycamores,Indiana State,00669a,f0f0f0,TRUE,2170,https://a.espncdn.com/i/teamlogos/ncaa/500/282.png,18,2623,s:40~l:54~t:2623,Missouri St,Lady Bears,MOSU,Missouri St Lady Bears,Missouri State,5F0000,e8e8e8,TRUE,1966,https://a.espncdn.com/i/teamlogos/ncaa/500/2623.png,18,2003,"",18,Missouri Valley Conference,MVC,TRUE,,230740282,FALSE,FALSE,FALSE
230742348,s:40~l:54~e:230742348~c:230742348,2003-03-15T19:00Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'WAC TOURNAMENT'}]",2003-03-15T19:00Z,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2348,s:40~l:54~t:2348,Louisiana Tech,Lady Techsters,LT,Louisiana Tech Lady Techsters,Louisiana Tech,002d65,d3313a,TRUE,1982,https://a.espncdn.com/i/teamlogos/ncaa/500/2348.png,30,278,s:40~l:54~t:278,Fresno State,Bulldogs,FRES,Fresno State Bulldogs,Fresno State,c41230,231f20,TRUE,914,https://a.espncdn.com/i/teamlogos/ncaa/500/278.png,30,2003,"",30,Western Athletic Conference,WAC,TRUE,,230742348,FALSE,FALSE,FALSE
230742050,s:40~l:54~e:230742050~c:230742050,2003-03-15T18:00Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'MAC TOURNAMENT'}]",2003-03-15T18:00Z,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2050,s:40~l:54~t:2050,Ball State,Cardinals,BALL,Ball State Cardinals,Ball State,DA0000,ffffff,TRUE,299,https://a.espncdn.com/i/teamlogos/ncaa/500/2050.png,14,2711,s:40~l:54~t:2711,Western Michigan,Broncos,WMU,Western Michigan Broncos,W Michigan,B59966,bfa979,TRUE,1972,https://a.espncdn.com/i/teamlogos/ncaa/500/2711.png,14,2003,"",14,Mid-American Conference,MAC,TRUE,,230742050,FALSE,FALSE,FALSE
230732692,s:40~l:54~e:230732692~c:230732692,2003-03-15T02:30Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'BIG SKY TOURNAMENT'}]",2003-03-15T02:30Z,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2692,s:40~l:54~t:2692,Weber State,Wildcats,WEB,Weber State Wildcats,Weber State,18005a,ebebeb,TRUE,2198,https://a.espncdn.com/i/teamlogos/ncaa/500/2692.png,5,331,s:40~l:54~t:331,Eastern Washington,Eagles,EWU,Eastern Washington Eagles,E Washington,a10022,abb4bc,TRUE,1959,https://a.espncdn.com/i/teamlogos/ncaa/500/331.png,5,2003,"",5,Big Sky Conference,Big Sky,TRUE,,230732692,FALSE,FALSE,FALSE
230730156,s:40~l:54~e:230730156~c:230730156,2003-03-15T02:30Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'MISSOURI VALLEY CONF TR'}]",2003-03-15T02:30Z,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,156,s:40~l:54~t:156,Creighton,Bluejays,CREI,Creighton Bluejays,Creighton,13299e,00235d,TRUE,2162,https://a.espncdn.com/i/teamlogos/ncaa/500/156.png,18,2623,s:40~l:54~t:2623,Missouri St,Lady Bears,MOSU,Missouri St Lady Bears,Missouri State,5F0000,e8e8e8,TRUE,1966,https://a.espncdn.com/i/teamlogos/ncaa/500/2623.png,18,2003,"",18,Missouri Valley Conference,MVC,TRUE,,230730156,FALSE,FALSE,FALSE
230730261,s:40~l:54~e:230730261~c:230730261,2003-03-15T01:36Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'AMERICA EAST CONF TR'}]",2003-03-15T01:36Z,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,261,s:40~l:54~t:261,Vermont,Catamounts,UVM,Vermont Catamounts,Vermont,013C24,ffc72c,TRUE,2118,https://a.espncdn.com/i/teamlogos/ncaa/500/261.png,1,104,s:40~l:54~t:104,Boston University,Terriers,BU,Boston University Terriers,Boston Univ.,cc0000,ffffff,TRUE,1999,https://a.espncdn.com/i/teamlogos/ncaa/500/104.png,1,2003,"",1,America East Conference,Am. East,TRUE,,230730261,FALSE,FALSE,FALSE
230732169,s:40~l:54~e:230732169~c:230732169,2003-03-15T01:30Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'MEAC TOURNAMENT'}]",2003-03-15T01:30Z,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2169,s:40~l:54~t:2169,Delaware State,Lady Hornets,DSU,Delaware State Lady Hornets,Delaware State,FF3630,009cdd,TRUE,1957,https://a.espncdn.com/i/teamlogos/ncaa/500/2169.png,16,47,s:40~l:54~t:47,Howard,Bison,HOW,Howard Bison,Howard,9e0b0e,6b818d,TRUE,1978,https://a.espncdn.com/i/teamlogos/ncaa/500/47.png,16,2003,"",16,Mid-Eastern Athletic Conference,MEAC,TRUE,,230732169,FALSE,FALSE,FALSE
230732116,s:40~l:54~e:230732116~c:230732116,2003-03-15T01:30Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'ATLANTIC SUN CONF TR'}]",2003-03-15T01:30Z,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2116,s:40~l:54~t:2116,UCF,Knights,UCF,UCF Knights,UCF,000000,231f20,TRUE,4484,https://a.espncdn.com/i/teamlogos/ncaa/500/2116.png,46,2057,s:40~l:54~t:2057,Belmont,Bruins,BEL,Belmont Bruins,Belmont,182142,c9262d,TRUE,2098,https://a.espncdn.com/i/teamlogos/ncaa/500/2057.png,46,2003,"",46,ASUN Conference,ASUN,TRUE,,230732116,FALSE,FALSE,FALSE
230730295,s:40~l:54~e:230730295~c:230730295,2003-03-15T00:30Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'COLONIAL ATHLETIC ASSN TR'}]",2003-03-15T00:30Z,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,295,s:40~l:54~t:295,Old Dominion,Monarchs,ODU,Old Dominion Monarchs,Old Dominion,00507d,a1d2f1,TRUE,1940,https://a.espncdn.com/i/teamlogos/ncaa/500/295.png,10,256,s:40~l:54~t:256,James Madison,Dukes,JMU,James Madison Dukes,James Madison,450084,cbb778,TRUE,7107,https://a.espncdn.com/i/teamlogos/ncaa/500/256.png,10,2003,"",10,Colonial Athletic Association,CAA,TRUE,,230730295,FALSE,FALSE,FALSE
230730147,s:40~l:54~e:230730147~c:230730147,2003-03-15T00:30Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'BIG SKY TOURNAMENT'}]",2003-03-15T00:30Z,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,147,s:40~l:54~t:147,Montana State,Bobcats,MTST,Montana State Bobcats,Montana State,003875,bf965c,TRUE,2065,https://a.espncdn.com/i/teamlogos/ncaa/500/147.png,5,149,s:40~l:54~t:149,Montana,Lady Griz,MONT,Montana Lady Griz,Montana,751D4A,666666,TRUE,1995,https://a.espncdn.com/i/teamlogos/ncaa/500/149.png,5,2003,"",5,Big Sky Conference,Big Sky,TRUE,,230730147,FALSE,FALSE,FALSE
230730282,s:40~l:54~e:230730282~c:230730282,2003-03-15T00:00Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'MISSOURI VALLEY CONF TR'}]",2003-03-15T00:00Z,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,282,s:40~l:54~t:282,Indiana State,Sycamores,INST,Indiana State Sycamores,Indiana State,00669a,f0f0f0,TRUE,2170,https://a.espncdn.com/i/teamlogos/ncaa/500/282.png,18,2460,s:40~l:54~t:2460,Northern Iowa,Panthers,UNI,Northern Iowa Panthers,Northern Iowa,473282,ffffff,TRUE,1948,https://a.espncdn.com/i/teamlogos/ncaa/500/2460.png,18,2003,"",18,Missouri Valley Conference,MVC,TRUE,,230730282,FALSE,FALSE,FALSE
230730311,s:40~l:54~e:230730311~c:230730311,2003-03-14T23:06Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'AMERICA EAST CONF TR'}]",2003-03-14T23:06Z,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,311,s:40~l:54~t:311,Maine,Black Bears,ME,Maine Black Bears,Maine,127dbe,"",TRUE,4605,https://a.espncdn.com/i/teamlogos/ncaa/500/311.png,1,160,s:40~l:54~t:160,New Hampshire,Wildcats,UNH,New Hampshire Wildcats,New Hampshire,004990,c3c4c6,TRUE,1936,https://a.espncdn.com/i/teamlogos/ncaa/500/160.png,1,2003,"",1,America East Conference,Am. East,TRUE,,230730311,FALSE,FALSE,FALSE
230732247,s:40~l:54~e:230732247~c:230732247,2003-03-14T23:00Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'ATLANTIC SUN CONF TR'}]",2003-03-14T23:00Z,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2247,s:40~l:54~t:2247,Georgia State,Panthers,GAST,Georgia State Panthers,Georgia State,1e539a,ebebeb,TRUE,2057,https://a.espncdn.com/i/teamlogos/ncaa/500/2247.png,46,55,s:40~l:54~t:55,Jacksonville State,Gamecocks,JVST,Jacksonville State Gamecocks,Jacksonville St,b50500,b5b7ba,TRUE,2130,https://a.espncdn.com/i/teamlogos/ncaa/500/55.png,46,2003,"",46,ASUN Conference,ASUN,TRUE,,230732247,FALSE,FALSE,FALSE
230730279,s:40~l:54~e:230730279~c:230730279,2003-03-14T22:30Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'BIG WEST TOURNAMENT'}]",2003-03-14T22:30Z,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,279,s:40~l:54~t:279,Pacific,Tigers,PAC,Pacific Tigers,Pacific,F47820,c2c3c0,TRUE,553,https://a.espncdn.com/i/teamlogos/ncaa/500/279.png,9,299,s:40~l:54~t:299,Long Beach State,Beach,LBSU,Long Beach State Beach,Long Beach St,000000,f1f2f3,TRUE,539,https://a.espncdn.com/i/teamlogos/ncaa/500/299.png,9,2003,"",9,Big West Conference,Big West,TRUE,,230730279,FALSE,FALSE,FALSE
230730167,s:40~l:54~e:230730167~c:230730167,2003-03-14T22:30Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'MOUNTAIN WEST TR'}]",2003-03-14T22:30Z,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,167,s:40~l:54~t:167,New Mexico,Lobos,UNM,New Mexico Lobos,New Mexico,000000,231f20,TRUE,2024,https://a.espncdn.com/i/teamlogos/ncaa/500/167.png,44,36,s:40~l:54~t:36,Colorado State,Rams,CSU,Colorado State Rams,Colorado State,004537,ffc425,TRUE,475,https://a.espncdn.com/i/teamlogos/ncaa/500/36.png,44,2003,"",44,Mountain West Conference,Mountain West,TRUE,,230730167,FALSE,FALSE,FALSE
230730048,s:40~l:54~e:230730048~c:230730048,2003-03-14T22:00Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'COLONIAL ATHLETIC ASSN TR'}]",2003-03-14T22:00Z,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,48,s:40~l:54~t:48,Delaware,Blue Hens,DEL,Delaware Blue Hens,Delaware,033594,e8ce31,TRUE,2189,https://a.espncdn.com/i/teamlogos/ncaa/500/48.png,10,2670,s:40~l:54~t:2670,VCU,Rams,VCU,VCU Rams,VCU,929292,edb71d,TRUE,2051,https://a.espncdn.com/i/teamlogos/ncaa/500/2670.png,10,2003,"",10,Colonial Athletic Association,CAA,TRUE,,230730048,FALSE,FALSE,FALSE
230732348,s:40~l:54~e:230732348~c:230732348,2003-03-14T20:30Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'WAC TOURNAMENT'}]",2003-03-14T20:30Z,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2348,s:40~l:54~t:2348,Louisiana Tech,Lady Techsters,LT,Louisiana Tech Lady Techsters,Louisiana Tech,002d65,d3313a,TRUE,1982,https://a.espncdn.com/i/teamlogos/ncaa/500/2348.png,30,62,s:40~l:54~t:62,Hawai'i,Rainbow Wahine,HAW,Hawai'i Rainbow Wahine,Hawai'i,003420,ffffff,TRUE,540,https://a.espncdn.com/i/teamlogos/ncaa/500/62.png,30,2003,"",30,Western Athletic Conference,WAC,TRUE,,230732348,FALSE,FALSE,FALSE
230732296,s:40~l:54~e:230732296~c:230732296,2003-03-14T20:30Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'SWAC TOURNAMENT'}]",2003-03-14T20:30Z,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2296,s:40~l:54~t:2296,Jackson State,Lady Tigers,JKST,Jackson State Lady Tigers,Jackson State,123297,b5b7ba,TRUE,1945,https://a.espncdn.com/i/teamlogos/ncaa/500/2296.png,26,2755,s:40~l:54~t:2755,Grambling,Lady Tigers,GRAM,Grambling Lady Tigers,Grambling,ee8601,ffd10a,TRUE,1928,https://a.espncdn.com/i/teamlogos/ncaa/500/2755.png,26,2003,"",26,Southwestern Athletic Conference,SWAC,TRUE,,230732296,FALSE,FALSE,FALSE
230732540,s:40~l:54~e:230732540~c:230732540,2003-03-14T20:00Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'BIG WEST TOURNAMENT'}]",2003-03-14T20:00Z,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2540,s:40~l:54~t:2540,UC Santa Barbara,Gauchos,UCSB,UC Santa Barbara Gauchos,UCSB,1D1160,fdb813,TRUE,470,https://a.espncdn.com/i/teamlogos/ncaa/500/2540.png,9,300,s:40~l:54~t:300,UC Irvine,Anteaters,UCI,UC Irvine Anteaters,UC Irvine,002B5C,fec52e,TRUE,469,https://a.espncdn.com/i/teamlogos/ncaa/500/300.png,9,2003,"",9,Big West Conference,Big West,TRUE,,230732540,FALSE,FALSE,FALSE
230730254,s:40~l:54~e:230730254~c:230730254,2003-03-14T20:00Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'MOUNTAIN WEST TR'}]",2003-03-14T20:00Z,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,254,s:40~l:54~t:254,Utah,Utes,UTAH,Utah Utes,Utah,890012,7e8083,TRUE,,https://a.espncdn.com/i/teamlogos/ncaa/500/254.png,44,252,s:40~l:54~t:252,BYU,Cougars,BYU,BYU Cougars,BYU,001E4C,ffffff,TRUE,2108,https://a.espncdn.com/i/teamlogos/ncaa/500/252.png,44,2003,"",44,Mountain West Conference,Mountain West,TRUE,,230730254,FALSE,FALSE,FALSE
230730193,s:40~l:54~e:230730193~c:230730193,2003-03-14T19:30Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'MAC TOURNAMENT'}]",2003-03-14T19:30Z,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,193,s:40~l:54~t:193,Miami (OH),Redhawks,M-OH,Miami (OH) Redhawks,Miami (OH),a4000c,f0f0f0,TRUE,2134,https://a.espncdn.com/i/teamlogos/ncaa/500/193.png,14,2050,s:40~l:54~t:2050,Ball State,Cardinals,BALL,Ball State Cardinals,Ball State,DA0000,ffffff,TRUE,299,https://a.espncdn.com/i/teamlogos/ncaa/500/2050.png,14,2003,"",14,Mid-American Conference,MAC,TRUE,,230730193,FALSE,FALSE,FALSE
230732011,s:40~l:54~e:230732011~c:230732011,2003-03-14T18:00Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': 'SWAC TOURNAMENT'}]",2003-03-14T18:00Z,0,N/A,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2011,s:40~l:54~t:2011,Alabama St,Lady Hornets,ALST,Alabama St Lady Hornets,Alabama State,e9a900,0a0a0a,TRUE,2204,https://a.espncdn.com/i/teamlogos/ncaa/500/2011.png,26,2016,s:40~l:54~t:2016,Alcorn State,Lady Braves,ALCN,Alcorn State Lady Braves,Alcorn State,4b0058,46166a,TRUE,2072,https://a.espncdn.com/i/teamlogos/ncaa/500/2016.png,26,2003,"",26,Southwestern Athletic Conference,SWAC,TRUE,,230732011,FALSE,FALSE,FALSE
